FILE_NAME,FRAME_RATE,ANALOG_VIDEO_FRAME_RATIO,stance,footUp,load,firstMove,footDown,impact,followThrough,maxBatECAPVelTime,maxBatSSVelTime,maxBatAngVelTime,maxHipRotVelTime,maxTrunkRotVelTime,maxLeadElbowVelTime,maxRearElbowVelTime,maxLeadKneeVelTime,maxRearKneeVelTime,maxHipRotationTime,maxTrunkRotationTime,maxTrunkFlexionTime,maxTrunkLateralFlexionTime,maxShoulderAbdTime,maxLeadKneeFlexionTime,maxLeadElbowFlexionTime,maxRearKneeFlexionTime,maxRearElbowFlexionTime,maxLeadArmAngVelTime,maxLeadHandAngVelTime,maxHeadRotationTime,maxHeadLateralFlexionTime,maxHeadFlexionTime
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject10\Session1\Subject10 BP 01.c3d",500,0,1.86600005626678,2.39599990844727,2.42000007629395,2.86800003051758,2.89400005340576,3.00799989700317,3.03999996185303,2.99799990653992,2.99799990653992,2.99000000953674,2.92600011825562,2.84400010108948,2.7260000705719,2.7739999294281,2.83800005912781,2.96399998664856,2.76999998092651,2.90400004386902,2.86199998855591,2.69000005722046,2.77999997138977,2.69000005722046,2.39599990844727,3.00799989700317,2.39599990844727,2.94600009918213,2.97199988365173,2.79800009727478,2.84999990463257,2.96199989318848
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject10\Session1\Subject10 BP 02.c3d",500,0,1.89199995994568,2.2960000038147,2.40199995040894,2.86999988555908,2.89000010490417,2.99799990653992,3.04800009727478,2.99000000953674,2.99000000953674,2.9779999256134,2.91799998283386,2.84800004959106,2.7260000705719,2.7279999256134,2.82399988174438,2.94600009918213,2.74799990653992,2.88599991798401,2.83599996566772,2.68400001525879,2.77600002288818,2.86199998855591,2.2960000038147,2.99799990653992,2.2960000038147,2.94199991226196,2.96199989318848,2.83599996566772,2.89400005340576,2.98200011253357
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject10\Session1\Subject10 BP 03.c3d",500,0,1.86000001430511,2.38599991798401,2.40599989891052,2.87199997901917,2.88800001144409,3.00399994850159,3.05999994277954,2.99399995803833,2.99399995803833,2.98399996757507,2.92199993133545,2.84599995613098,2.72199988365173,2.74000000953674,2.81200003623962,2.98000001907349,2.75200009346008,2.89000010490417,2.82599997520447,2.74600005149841,2.78399991989136,2.86400008201599,2.78999996185303,3.00399994850159,2.38599991798401,2.95000004768372,2.98000001907349,2.77999997138977,2.79399991035461,3.00399994850159
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject10\Session1\Subject10 BP 04.c3d",500,0,1.86000001430511,2.38199996948242,2.42199993133545,2.86800003051758,2.89599990844727,2.99600005149841,3.04999995231628,2.98799991607666,2.98799991607666,2.98000001907349,2.91799998283386,2.8199999332428,2.95799994468689,2.76600003242493,2.82200002670288,2.83400011062622,2.75600004196167,2.89000010490417,2.83400011062622,2.67600011825562,2.77999997138977,2.86400008201599,2.78800010681152,2.99600005149841,2.38199996948242,2.95000004768372,2.97199988365173,2.79399991035461,2.83800005912781,2.97399997711182
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject10\Session1\Subject10 BP 05.c3d",500,0,1.82599997520447,2.39199995994568,2.39199995994568,2.87199997901917,2.88800001144409,3.00799989700317,3.03999996185303,3.00600004196167,3.00600004196167,2.99000000953674,2.92000007629395,2.84599995613098,2.73799991607666,2.71799993515015,2.83599996566772,2.96199989318848,2.75600004196167,2.88800001144409,2.84599995613098,2.66799998283386,2.78999996185303,2.68600010871887,2.79999995231628,3.00799989700317,2.39199995994568,2.95000004768372,2.98000001907349,2.79999995231628,2.83599996566772,3.00799989700317
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject10\Session1\Subject10 BP 06.c3d",500,0,1.92599999904633,2.30800008773804,2.40000009536743,2.84999990463257,2.8840000629425,2.99600005149841,3.01999998092651,2.99000000953674,2.99200010299683,2.9779999256134,2.90799999237061,2.84599995613098,2.65799999237061,2.75799989700317,2.81399989128113,2.96799993515015,2.73600006103516,2.88000011444092,2.84200000762939,2.67799997329712,2.76600003242493,2.63599991798401,2.30800008773804,2.99600005149841,2.30800008773804,2.9300000667572,2.99000000953674,2.79200005531311,2.84200000762939,2.97000002861023
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject10\Session1\Subject10 BP 07.c3d",500,0,1.85599994659424,2.34999990463257,2.40599989891052,2.86199998855591,2.90000009536743,3.00600004196167,3.04999995231628,3.00200009346008,3.00200009346008,2.98399996757507,2.92000007629395,2.84599995613098,2.73000001907349,2.73000001907349,2.49399995803833,2.94400000572205,2.75799989700317,2.88199996948242,2.84200000762939,2.65599989891052,2.77800011634827,2.86400008201599,2.79800009727478,3.00600004196167,2.34999990463257,2.94000005722046,2.96799993515015,2.80200004577637,2.83599996566772,3.00600004196167
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject10\Session1\Subject10 BP 08.c3d",500,0,1.90400004386902,2.28800010681152,2.39400005340576,2.86999988555908,2.90400004386902,3.00600004196167,3.04999995231628,3.00200009346008,3.00399994850159,2.98799991607666,2.92799997329712,2.84200000762939,2.96600008010864,2.77600002288818,2.83400011062622,2.96799993515015,2.76600003242493,2.90400004386902,2.85599994659424,2.73200011253357,2.78600001335144,2.70000004768372,2.28800010681152,3.00600004196167,2.28800010681152,2.95600008964539,3.00600004196167,2.80399990081787,2.87199997901917,2.99799990653992
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject10\Session1\Subject10 BP 10.c3d",500,0,1.92200005054474,2.30800008773804,2.42400002479553,2.87599992752075,2.90400004386902,3.01200008392334,3.04200005531311,3.00799989700317,3.00799989700317,2.99000000953674,2.92199993133545,2.82999992370605,2.7279999256134,2.75799989700317,2.83999991416931,2.98399996757507,2.76399993896484,2.90000009536743,2.83999991416931,2.74000000953674,2.78999996185303,2.87800002098083,2.30800008773804,3.01200008392334,2.30800008773804,2.95199990272522,2.9760000705719,2.80599999427795,2.82200002670288,3.01200008392334
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject10\Session1\Subject10 BP 11.c3d",500,0,1.7940000295639,2.36400008201599,2.38599991798401,2.87400007247925,2.89000010490417,3.01200008392334,3.04800009727478,3.00399994850159,3.00399994850159,2.99200010299683,2.92000007629395,2.85800004005432,2.69000005722046,2.76799988746643,2.81800007820129,2.9539999961853,2.75600004196167,2.89800000190735,2.84599995613098,2.7039999961853,2.78399991989136,2.8659999370575,2.78399991989136,3.01200008392334,2.36400008201599,2.94600009918213,2.97399997711182,2.80999994277954,2.7960000038147,3.01200008392334
